job_id,title,company,category,collar_type,description,key_responsibilities,required_skills,preferred_skills,required_experience_years,required_education,preferred_certifications,location_city,location_province,salary_min_zmw,salary_max_zmw,employment_type,work_schedule,language_requirements,application_deadline,posted_date,benefits,growth_opportunities,company_size,industry_sector
JOB000779,Logistics Officer,DHL,Logistics,White,DHL is hiring a Logistics Officer. You will coordinate. You must track. The role involves customs. You will update. You must invoice. The role requires admin.,Coordinate; Track; Customs; Update; Invoice,"Logistics, Freight, Customs, Customer Service, Admin",Diploma,2,Diploma in Logistics,None,Lusaka,Lusaka,10000,16000,Permanent,Full-time,English (Fluent),05/12/2025,08/11/2025,"Medical, Bonus, Pension",Manager,Medium (200-500),Logistics
JOB000780,Investment Analyst,ZCCM-IH,Finance,White,ZCCM-IH seeks an Analyst. You will evaluate. You must model. The role involves research. You will memo. You must monitor. The role requires due diligence.,Evaluate; Model; Research; Memo; Monitor,"Investment, Finance, Modeling, Mining, Excel",CFA,3,Degree in Finance,CFA Student,Lusaka,Lusaka,22000,38000,Permanent,Full-time,English (Fluent),18/12/2025,12/11/2025,"Medical, Gratuity, Bonus",Manager,Medium (200-500),Investment
JOB000781,Audit Senior,Deloitte,Finance,White,Deloitte is hiring a Senior. You will lead. You must check. The role involves travel. You will manage. You must report. The role requires IFRS.,Lead; Check; Travel; Manage; Report,"Audit, IFRS, Leadership, Excel, Client",ACCA,4,Degree in Accounting,ACCA,Lusaka,Lusaka,20000,32000,Permanent,Full-time,English (Fluent),28/12/2025,18/11/2025,"Car, Medical, Bonus",Manager,Medium (200-500),Consulting
JOB000782,Project Manager,Care Int,NGO/Development,White,Care seeks a PM. You will manage. You must budget. The role involves report. You will lead. You must partner. The role requires field.,Manage; Budget; Report; Lead; Partner,"Project Mgmt, NGO, Budgeting, Leadership, Reporting",Degree,5,Degree in Dev Studies,None,Choma,Southern,18000,30000,Contract,Full-time,English (Fluent),10/12/2025,10/11/2025,"NGO benefits, Medical, Transport",Director,Large (500+),NGO/Development
JOB000783,Software Engineer,ZRA,Technology,White,ZRA is hiring a Developer. You will code. You must SQL. The role involves tax. You will fix. You must document. The role requires team.,Code; SQL; Tax; Fix; Document,"Java, SQL, Web Dev, Software Eng, Documentation",Degree,2,Degree in IT,None,Lusaka,Lusaka,15000,25000,Permanent,Full-time,English (Fluent),20/12/2025,15/11/2025,"Govt benefits, Housing, Medical",Senior,Large (1000+),Government
JOB000784,Store Manager,Spar,Retail,White,Spar seeks a Manager. You will run. You must stock. The role involves staff. You will sales. You must cash. The role requires standards.,Run; Stock; Staff; Sales; Cash,"Retail Mgmt, Leadership, Inventory, Sales, Operations",FMCG,5,Diploma in Business,None,Lusaka,Lusaka,12000,18000,Permanent,Full-time,English (Fluent),30/12/2025,20/11/2025,"Bonus, Medical, Discount",Regional,Medium (200-500),Retail
JOB000785,Boilermaker,Mopani,Trades,Blue,Mopani is hiring a Boilermaker. You will weld. You must read. The role involves repair. You will grind. You must crane. The role requires safety.,Weld; Read; Repair; Grind; Crane,"Welding, Fabrication, Safety, Heavy Equip, Plans",Trade Test,4,Craft Cert Welding,EIZ Artisan,Mufulira,Copperbelt,10000,16000,Permanent,Full-time,English (Fluent),12/12/2025,08/11/2025,"Mining benefits, Housing, Medical",Foreman,Large (2000+),Mining
JOB000786,Legal Officer,ZESCO,Legal,White,ZESCO seeks a Legal Officer. You will draft. You must advise. The role involves litigate. You will track. You must research. The role requires comply.,Draft; Advise; Litigate; Track; Research,"Legal Drafting, Utility Law, Research, Compliance, Admin",LAZ,2,Bachelor of Laws,LAZ Member,Lusaka,Lusaka,15000,24000,Permanent,Full-time,English (Fluent),25/12/2025,12/11/2025,"Utility benefits, Medical, Pension",Counsel,Large (2000+),Utilities
JOB000787,HR Assistant,Standard Chartered,HR,White,Stanchart is hiring an Assistant. You will file. You must recruit. The role involves records. You will answer. You must payroll. The role requires secret.,File; Recruit; Records; Answer; Payroll,"HR Admin, Banking, Excel, Communication, Confidentiality",None,1,Diploma in HR,None,Lusaka,Lusaka,8000,14000,Permanent,Full-time,English (Fluent),05/12/2025,15/11/2025,"Banking benefits, Medical, Bonus",Officer,Large (500+),Banking
JOB000788,Sales Rep,Parmalat,Business,White,Parmalat seeks a Rep. You will sell. You must visit. The role involves order. You will merchandise. You must expiry. The role requires drive.,Sell; Visit; Order; Merchandise; Expiry,"FMCG Sales, Driving, Negotiation, Merchandising, Customer Service",License,2,Diploma in Marketing,None,Lusaka,Lusaka,6000,12000,Permanent,Full-time,English (Fluent),15/12/2025,10/11/2025,"Car, Commission, Medical",Manager,Large (500+),FMCG
JOB000789,Mechanic,Hitachi,Trades,Blue,Hitachi is hiring a Mechanic. You will fix. You must service. The role involves hydraulic. You will diagnose. You must laptop. The role requires travel.,Fix; Service; Hydraulic; Diagnose; Laptop,"Heavy Duty Mech, Hydraulics, Diagnostics, Safety, Field",Trade Test,5,Craft Cert Mechanics,EIZ Artisan,Solwezi,North-Western,14000,24000,Permanent,Full-time,English (Fluent),22/12/2025,18/11/2025,"Field allowance, Medical, Pension",Foreman,Large (500+),Mining Services
JOB000790,Receptionist,KPMG,Admin,Pink,KPMG seeks a Receptionist. You will greet. You must phone. The role involves mail. You will rooms. You must tidy. The role requires admin.,Greet; Phone; Mail; Rooms; Tidy,"Reception, Admin, Professionalism, English, MS Office",None,1,Diploma in Admin,None,Lusaka,Lusaka,7000,10000,Permanent,Full-time,English (Fluent),10/12/2025,08/11/2025,"Medical, Bonus, Transport",Officer,Medium (200-500),Consulting
JOB000791,IT Technician,Bayport,Technology,White,Bayport is hiring a Technician. You will help. You must fix. The role involves network. You will install. You must log. The role requires patience.,Help; Fix; Network; Install; Log,"IT Support, Windows, Networking, Hardware, Customer Service",A+,2,Diploma in IT,None,Lusaka,Lusaka,8000,14000,Permanent,Full-time,English (Fluent),28/12/2025,15/11/2025,"Medical, Transport, Bonus",Manager,Large (500+),Finance
JOB000792,Accountant,ActionAid,Finance,White,ActionAid seeks an Accountant. You will grants. You must report. The role involves audit. You will pay. You must budget. The role requires comply.,Grants; Report; Audit; Pay; Budget,"NGO Finance, Grant Mgmt, Accounting, Excel, Reporting",ZICA,4,Degree in Accounting,ZICA Member,Lusaka,Lusaka,16000,26000,Contract,Full-time,English (Fluent),18/12/2025,12/11/2025,"NGO benefits, Medical, Gratuity",Manager,Medium (50-200),NGO/Development
JOB000793,Safety Officer,Mota-Engil,Construction,White,Mota-Engil is hiring a Safety Officer. You will inspect. You must PPE. The role involves induct. You will report. You must tools. The role requires advise.,Inspect; PPE; Induct; Report; Tools,"Safety, Construction, OHS, Inspection, Training",SAMTRAC,3,Certificate in Safety,None,Chinsali,Muchinga,12000,18000,Contract,Full-time,English (Fluent),30/12/2025,20/11/2025,"Site allowance, Medical, Transport",Manager,Large (1000+),Construction
JOB000794,Credit Officer,Izwe,Finance,White,Izwe seeks a Credit Officer. You will sell. You must assess. The role involves docs. You will process. You must target. The role requires service.,Sell; Assess; Docs; Process; Target,"Sales, Microfinance, Admin, Customer Service, Targets",None,1,Diploma in Business,None,Lusaka,Lusaka,5000,9000,Permanent,Full-time,English (Fluent),05/12/2025,10/11/2025,"Commission, Medical, Bonus",Manager,Medium (200-500),Finance
JOB000795,Graphic Designer,Black Dot,Creative,White,Black Dot is hiring a Designer. You will design. You must edit. The role involves layout. You will brands. You must deadline. The role requires creativity.,Design; Edit; Layout; Brands; Deadline,"Graphic Design, Adobe CC, Creativity, Branding, Print",Portfolio,2,Diploma in Design,None,Lusaka,Lusaka,8000,15000,Permanent,Full-time,English (Fluent),15/12/2025,12/11/2025,"Medical, Laptop, Creative",Director,Small (10-50),Advertising
JOB000796,Teacher,International School,Education,White,ISL seeks a Teacher. You will teach. You must plan. The role involves mark. You will support. You must parents. The role requires extra.,Teach; Plan; Mark; Support; Parents,"Maths, Teaching, Cambridge, Classroom Mgmt, English",TCZ Reg,4,Degree in Education,TCZ Reg,Lusaka,Lusaka,20000,35000,Contract,Full-time,English (Fluent),25/12/2025,15/11/2025,"Housing, Fees, Medical",Head,Medium (200-500),Education
JOB000797,Nurse,Ndola Hospital,Healthcare,White,Ndola Hospital is hiring a Nurse. You will image. You must position. The role involves safety. You will maintain. You must process. The role requires care.,Image; Position; Safety; Maintain; Process,"Radiography, CT/MRI, Patient Care, Anatomy, Safety",HPCZ,3,Diploma in Radiography,HPCZ Reg,Ndola,Copperbelt,10000,18000,Permanent,Shift Work,English (Fluent),12/12/2025,08/11/2025,"Govt benefits, Housing, Medical",Senior,Large (1000+),Healthcare
JOB000798,Marketing Manager,Zamtel,Business,White,Zamtel seeks a Marketing Manager. You will strategy. You must budget. The role involves campaign. You will analyze. You must team. The role requires brand.,Strategy; Budget; Campaign; Analyze; Team,"Marketing Strategy, Telecoms, Leadership, Budgeting, Analytics",CIM,7,Degree in Marketing,CIM Member,Lusaka,Lusaka,30000,45000,Permanent,Full-time,English (Fluent),22/12/2025,18/11/2025,"Car, Medical, Internet",CCO,Large (1000+),Telecommunications
JOB000799,Bank Teller,Atlas Mara,Finance,Pink,Atlas Mara is hiring a Teller. You will cash. You must verify. The role involves service. You will balance. You must cross-sell. The role requires smile.,Cash; Verify; Service; Balance; Cross-sell,"Cash Handling, Banking, Customer Service, Accuracy, Math",None,1,Diploma in Banking,None,Choma,Southern,5000,8000,Permanent,Full-time,English (Fluent),10/12/2025,10/11/2025,"Banking benefits, Medical, Bonus",Head,Large (500+),Banking
JOB000800,Farm Manager,Silverest,Agriculture,White,Silverest seeks a Farm Manager. You will veg. You must irrigate. The role involves staff. You will plan. You must cost. The role requires quality.,Veg; Irrigate; Staff; Plan; Cost,"Horticulture, Irrigation, Leadership, Budgeting, Planning",License,5,Diploma/Degree Agric,None,Lusaka,Lusaka,15000,25000,Permanent,Full-time,English (Fluent),20/12/2025,12/11/2025,"Housing, Vehicle, Medical",Director,Medium (50-200),Agriculture
JOB000801,Civil Engineer,Bicon,Construction,White,Bicon is hiring an Engineer. You will design. You must CAD. The role involves inspect. You will calc. You must report. The role requires project.,Design; CAD; Inspect; Calc; Report,"Structural Design, AutoCAD, Civil Eng, Project Mgmt, Reporting",EIZ,4,Degree in Civil Eng,EIZ Member,Lusaka,Lusaka,18000,28000,Permanent,Full-time,English (Fluent),30/12/2025,15/11/2025,"Fees, Medical, Bonus",Senior,Medium (200-500),Consulting
JOB000802,Storeman,Bollore,Logistics,Blue,Bollore seeks a Storeman. You will receive. You must check. The role involves load. You will count. You must forklift. The role requires safety.,Receive; Check; Load; Count; Forklift,"Warehouse, Forklift, Inventory, Safety, Logistics",License,2,Grade 12 Certificate,None,Lusaka,Lusaka,6000,10000,Permanent,Full-time,English (Fluent),05/12/2025,20/11/2025,"Medical, Overtime, Bonus",Supervisor,Large (500+),Logistics
JOB000803,Security Guard,Armcor,Security,Green_Grey,Armcor is hiring a Guard. You will protect. You must patrol. The role involves access. You will monitor. You must report. The role requires service.,Protect; Patrol; Access; Monitor; Report,"Security, Guarding, Safety, Physical, Honesty",None,1,Grade 12 Certificate,None,Lusaka,Lusaka,3000,5000,Contract,Shift Work,"English, Nyanja",15/12/2025,10/11/2025,"Uniform, Medical, Overtime",Senior,Large (1000+),Security
JOB000804,HR Officer,Dangote,HR,White,Dangote seeks an HR Officer. You will recruit. You must time. The role involves relations. You will HRIS. You must payroll. The role requires discipline.,Recruit; Time; Relations; HRIS; Payroll,"HR Admin, SAP, Labor Law, Recruitment, Reporting",ZIHRM,3,Diploma in HR,ZIHRM Member,Ndola,Copperbelt,12000,18000,Permanent,Full-time,English (Fluent),25/12/2025,18/11/2025,"Housing, Medical, Transport",Manager,Large (1000+),Manufacturing
JOB000805,Sales Manager,Madison,Business,White,Madison is hiring a Sales Manager. You will lead. You must drive. The role involves recruit. You will train. You must monitor. The role requires branch.,Lead; Drive; Recruit; Train; Monitor,"Sales Management, Insurance, Leadership, Training, Recruiting",License,5,Degree in Business,None,Lusaka,Lusaka,18000,30000,Permanent,Full-time,English (Fluent),12/12/2025,08/11/2025,"Commission, Car, Medical",Director,Medium (200-500),Insurance
JOB000806,Journalist,Phoenix,Creative,White,Phoenix seeks a Journalist. You will read. You must write. The role involves interview. You will audio. You must research. The role requires speed.,Read; Write; Interview; Audio; Research,"Journalism, Radio, Writing, Voice, Research",Degree,2,Diploma in Journalism,None,Lusaka,Lusaka,7000,12000,Permanent,Full-time,English (Fluent),22/12/2025,12/11/2025,"Transport, Medical, Phone",Editor,Small (10-50),Media
JOB000807,Electrician,Kansanshi,Trades,Blue,Kansanshi is hiring an Electrician. You will maintain. You must fix. The role involves install. You will safety. You must read. The role requires HV.,Maintain; Fix; Install; Safety; Read,"Industrial Electrical, High Voltage, Mining, Troubleshooting, Safety",HV,5,Craft Cert Electrical,EIZ Artisan,Solwezi,North-Western,14000,22000,Permanent,Full-time,English (Fluent),28/12/2025,15/11/2025,"Mining benefits, Housing, Medical",Foreman,Large (2000+),Mining
JOB000808,Accountant,ZCCM-IH,Finance,White,ZCCM-IH seeks an Accountant. You will ledger. You must report. The role involves tax. You will reconcile. You must audit. The role requires Excel.,Ledger; Report; Tax; Reconcile; Audit,"Accounting, Reporting, Tax, Excel, Investment",ZICA,4,Degree in Accounting,ZICA Member,Lusaka,Lusaka,18000,30000,Permanent,Full-time,English (Fluent),10/12/2025,10/11/2025,"Medical, Housing, Gratuity",Manager,Medium (50-200),Investment
JOB000809,Operations Manager,Buks Haulage,Logistics,White,Buks Haulage is hiring an Operations Manager. You will oversee the transport fleet. You must schedule vehicle maintenance. The role involves driver management. You will monitor fuel usage. You must ensure route efficiency. The role requires reporting to the Director.,Oversee fleet; Schedule maintenance; Driver management; Monitor fuel; Route efficiency,"Logistics, Transport Mgmt, Fleet, Leadership, Cost Control",CILT,7,Degree in Transport/Logistics,CILT Member,Ndola,Copperbelt,25000,40000,Permanent,Full-time,English (Fluent),05/01/2026,20/11/2025,"Car, Fuel, Medical, Bonus",Director,Large (500+),Logistics
JOB000810,Sales Executive,CFAO Motors,Business,White,CFAO seeks a Sales Executive. You will sell vehicles. You must find leads. The role involves test drives. You will quote prices. You must meet targets. The role requires driving.,Sell vehicles; Find leads; Test drives; Quote prices; Meet targets,"Auto Sales, Negotiation, CRM, Customer Service, Driving",License,3,Diploma in Marketing,None,Lusaka,Lusaka,10000,18000,Permanent,Full-time,English (Fluent),15/12/2025,12/11/2025,"Commission, Car, Medical",Sales Manager,Large (500+),Automotive
